Bill of Lading Number,Shipment Date,Matching Fields,Shipper,Shipper Address,Shipper City,Shipper State/Region,Shipper Postal Code,Shipper Country,Shipper Full Address,Shipper Email 1,Shipper Email 2,Shipper Email 3,Shipper Phone 1,Shipper Phone 2,Shipper Phone 3,Shipper Fax,Shipper Website 1,Shipper Website 2,Shipper Profile,Shipper SPCIQ ID,Shipper MI Key,Shipper D-U-N-S®,Shipper Industry,Shipper Revenue,Shipper Employees,Shipper Market Capitalization,Shipper Incorporation Year,Shipper Trade Roles,Shipper SIC Codes,Shipper Stock Tickers,Shipper (Original Format),Shipper Global HQ,Shipper Global HQ Address,Shipper Global HQ D-U-N-S®,Shipper Domestic HQ,Shipper Domestic HQ Address,Shipper Domestic HQ D-U-N-S®,Shipper Ultimate Parent,Shipper Ultimate Parent Website,Shipper Ultimate Parent Headquarters Address,Shipper Ultimate Parent Profile,Shipper Ultimate Parent SPCIQ ID,Shipper Ultimate Parent MI Key,Shipper Ultimate Parent Stock Tickers,Carrier,Shipment Destination,Port of Lading,Port of Lading Region,Port of Lading Country,Port of Unlading,Port of Unlading Region,Port of Unlading Country,Place of Receipt,Vessel,Vessel Country,Vessel SCAC,Transport Flight Code,Is Containerized,Volume (TEU),Item Quantity,Weight (kg),Weight (t),Weight (Original Format),Value of Goods (USD),Equipment Type,Equipment Dimensions,Industry - GICS,Industry - GICS Description,Container Number,HS Code,Goods Shipped,Container Quantities,Divided/LCL
SPCTPRG45551,2023-02-01,,Augusta Sportswear,425 Park West Drive,Grovetown,Georgia,30813,,"425 Park West Drive, Grovetown Georgia 30813, United States",,,,,,,,,,https://panjiva.com/Augusta-Sportswear/133100724,6526451.0,7405803.0,,"Textiles, Apparel and Luxury Goods",,,,1977.0,,,,Augusta Sportswear,,,,,,,"Augusta Sportswear, Inc.",www.augustasportswear.com,"425 Park West Drive, Grovetown Georgia 30813, United States",https://panjiva.com/Augusta-Sportswear-Inc/54306184,6526451.0,7405803.0,,LPUS - Linea Peninsular Inc,Mexico,"Port Panama City  Florida, Panama City, Florida",South Central Region,United States,"Progreso, Mexico",North America,Mexico,PANAMA CY FL,PROGRESO,Cyprus,LPUS - Linea Peninsular Inc,4433S,,,4,1680.0,1.68,1.68,1400.0,,,15102010,Construction Materials,,2517.49,YARN RECEIVED WITH BOXES CRUSHED  LINEA PENINSULAR NOT RESPONSIBLE FOR DAMAGES,,
PEVRKS000561,2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Eleuthera Island, Bahamas",Caribbean,Bahamas,PT EVERGLADES,CAPE EXPRESS,Antigua & Barbuda,SILJ - Seacor Island Lines,1803S,,,1,450.0,0.45,0.45,90.0,,,15102010,Construction Materials,,2523,,,
PEVGSC000335,2023-04-30,,Source Logistics,2001 Timberloch Place Ste 300,The Woodlands,Texas,77380,,"2001 Timberloch Place, Ste 300, The Woodlands Texas 77380, United States",,,,,,,,,,https://panjiva.com/Source-Logistics/133139723,42747114.0,7086531.0,,Air Freight and Logistics,,,,1999.0,Logistics,,,Source Logistics,,,,,,,Source Logistics Corp.,sourcelogistics.com,"2001 Timberloch Place, Ste 300, The Woodlands Texas 77380, United States",https://panjiva.com/Source-Logistics-Corp/57350603,42747114.0,7086531.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Great Stirrup Cay, Bahamas",Caribbean,Bahamas,PT EVERGLADES,CARIBBEAN EXPRESS I,Antigua & Barbuda,SILJ - Seacor Island Lines,1881S,,,1,401890.0,401.89,401.89,3782000.0,,,20104010,Electrical Components & Equipment,,8506,18 PL BAGS OF CEMENT 18 PL BAGS OF CEMENT 18 PL BAGS OF CEMENT 18 PL BAGS OF CEMENT 16 PL BAGS OF CEMENT 18 PL BAGS OF CEMENT 18 PL BAGS OF CEMENT 18 PL BAGS OF CEMENT 18 PL BAGS OF CEMENT 16 PL BAGS OF CEMENT 16 PL BAGS OF CEMENT DECLARED VALUE PREPAID PROHIBITED. NONNEGOTIABLE ARE WERE EXPORTED FROM THE UNITED STATES IN ACCORDANCE WITH EXPORT ADMINISTRATION REGULATI SUBJECT TO EXTRA FREIGHT FREIGHT & CHARGES COLLECT FREIGHT PAYABLE ATBY IN WITNESS WHERE OF THE MASTER OF AGEN BEING ACCOMPLISHED THE OTHERS TO STA AFFIRMED TO BILL OF LADING ALL OF THIS . DATED AT PORT EVERGLADES FL US BY NAME OF AGENT PER FOR THE MASTER PAGE. 1 TERMS OF BI 17 PL BAGS OF CEMENT 16 PL BAGS OF CEMENT 17 PL BAGS OF CEMENT 17 PL BAGS OF CEMENT 16 PL BAGS OF CEMENT 16 PL BAGS OF CEMENT 2 PL BUILDING MATERIAL ITN  X20230427656379 SHIPPED PER CNEES RISK X UN  2794 PROPER SHIPPING NAME BATTERIES WET FILLED WITH ACID OVERPACK USED CLASS 8 PKG. GROUP EMS EMERGENCY  8005355053108278 DECLARED VALUE PREPAID PROHIBITED. NONNEGOTIABLE ARE WERE EXPORTED FROM THE UNITED STATES IN ACCORDANCE WITH EXPORT ADMINISTRATION REGULATI SUBJECT TO EXTRA FREIGHT FREIGHT & CHARGES COLLECT FREIGHT PAYABLE ATBY IN WITNESS WHERE OF THE MASTER OF AGEN BEING ACCOMPLISHED THE OTHERS TO STA AFFIRMED TO BILL OF LADING ALL OF THIS . DATED AT PORT EVERGLADES FL US BY NAME OF AGENT PER FOR THE MASTER PAGE. 2 TERMS OF BI PKGS. 12 BX WEIGHT 344.73 KG X UN  3480 PROPER SHIPPING NAME LITHIUM ION BATTERIES CLASS 9 PKG. GROUP EMS EMERGENCY  8005355053108278 PKGS. 1 BX WEIGHT 9.98 KG,,
86753,2023-04-24,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,867,,,71,102540.0,102.54,102.54,16400.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT,,
PEVGHC000151,2023-04-20,,Cove Construction,211 Sawmill Lane,Martinsburg,Pennsylvania,16662,,"211 Sawmill Lane, Martinsburg Pennsylvania 16662, United States",,,,,,,,,,https://panjiva.com/Cove-Construction/133049597,1804587195.0,108013124.0,,,,,,2013.0,,,,Cove Construction,,,,,,,Cove Construction Fabrics & Pallets,,"211 Sawmill Lane, Martinsburg Pennsylvania 16662, United States",https://panjiva.com/Cove-Construction-Fabrics-Pallets/132641985,1804587195.0,108013124.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"All Other Bahamas Ports, Bahamas",Caribbean,Bahamas,PT EVERGLADES,BAHAMAS EXPRESS,Antigua & Barbuda,SILJ - Seacor Island Lines,1490S,,,1,37120.0,37.12,37.12,5900.0,,,15102010,Construction Materials,,2523.90,1 PL PLUMBING SUPPLY 1 BD PVC PIPE 16 PL PORTLAND CEMENT SUPER BAGS NO INVOICE 16 PL PORTLAND CEMENT SUPER BAGS NOVO CONSTRUCTION AND DESIGN 024424 0320B DR COMMENTS NOEEI 30.37 A NO INVOICE YARD C 34 DECLARED VALUE PREPAID PROHIBITED. NONNEGOTIABLE ARE WERE EXPORTED FROM THE UNITED STATES IN ACCORDANCE WITH EXPORT ADMINISTRATION REGULATI SUBJECT TO EXTRA FREIGHT FREIGHT & CHARGES COLLECT FREIGHT PAYABLE ATBY IN WITNESS WHERE OF THE MASTER OF AGEN BEING ACCOMPLISHED THE OTHERS TO STA AFFIRMED TO BILL OF LADING ALL OF THIS DATED AT PORT EVERGLADES FL US BY NAME OF AGENT PER FOR THE MASTER PAGE. 2 TERMS OF BI,,
86642,2023-04-17,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,866,,,25,42290.0,42.29,42.29,6800.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT & SAKRETE,,
PEVHIS009731,2023-04-17,,Global Cement Products,4000 Pinemont Drive,Houston,Texas,77018,,"4000 Pinemont Drive, Houston Texas 77018, United States",,,,,,,,,,https://panjiva.com/Global-Cement-Products/133026776,99358382.0,7563430.0,,Construction Materials,,30.0,,1964.0,,,,Global Cement Products,,,,,,,Cemix Group,www.cemix.com,Mexico,https://panjiva.com/CEMIX-GROUP/59290975,424694096.0,8394664.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"All Other Bahamas Ports, Bahamas",Caribbean,Bahamas,PT EVERGLADES,SEA EXPRESS II,Antigua & Barbuda,SILJ - Seacor Island Lines,1086S,,,1,46260.0,46.26,46.26,9300.0,,,15102010,Construction Materials,,2523,17 PL CEMENT SUPER BAGS GLOBAL CEMENT SHORT SHIPPED FROM INV BL PEVHIS009598 AES ITN X20230310984418 SHIPPED AT CONSIGNEE RISK,,
PEVHIS009766,2023-04-17,,Seacor Island Lines,1300 Eller Drive,Fort Lauderdale,Florida,33316-4216,,"1300 Eller Drive, Fort Lauderdale Florida 33316-4216, United States",,,,,,,,,,https://panjiva.com/Seacor-Island-Lines/133102386,30690158.0,7468917.0,,Marine,,150.0,,1990.0,"Manufacturer, Wholesale",,,Seacor Island Lines,,,,,,,King Ocean Services Ltd.,www.kingocean.com,"13155 NW 19th Lane, Sweetwater Florida 33182, United States",https://panjiva.com/King-Ocean-Services-Ltd/65362029,585973458.0,11260458.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"All Other Bahamas Ports, Bahamas",Caribbean,Bahamas,PT EVERGLADES,SEA EXPRESS II,Antigua & Barbuda,SILJ - Seacor Island Lines,1086S,,,1,9820.0,9.82,9.82,5800.0,,,15105010,Forest Products,,4407.11,4 BD WOODEN POLES 2 BD WOODEN POLES 1 BD LUMBER SOUTHERN PINE INV AES ITN X20230408605734 1 PL CEMENT 42 BAGS LOWES INV NOEEI 30.37A,,
PEVGSC000326,2023-04-16,,Gsc Management Bah,,,,,United States,United States,,,,,,,,,,https://panjiva.com/Gsc-Management-Bah/132945081,,,,,,,,,,,,Gsc Management Bah,,,,,,,,,,,,,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Great Stirrup Cay, Bahamas",Caribbean,Bahamas,PT EVERGLADES,BAHAMAS EXPRESS,Antigua & Barbuda,SILJ - Seacor Island Lines,1488S,,,1,10470.0,10.47,10.47,53900.0,,,15104050,Steel,,7326.90,1 PL SKID GENESIS MARIN ENT. INV GC006315 AES ITN X20230411740460 1 PL CAN LINER FLORIDA HARDWARE GC006258 NO EEI 30. 37 A 1 PL SHEET METAL  PO  GC006348 1 BD ALUMUNI TUBE APSCO DECLARED VALUE PREPAID PROHIBITED. NONNEGOTIABLE ARE WERE EXPORTED FROM THE UNITED STATES IN ACCORDANCE WITH EXPORT ADMINISTRATION REGULATI SUBJECT TO EXTRA FREIGHT FREIGHT & CHARGES COLLECT FREIGHT PAYABLE ATBY IN WITNESS WHERE OF THE MASTER OF AGEN BEING ACCOMPLISHED THE OTHERS TO STA AFFIRMED TO BILL OF LADING ALL OF THIS . DATED AT PORT EVERGLADES FL US BY NAME OF AGENT PER FOR THE MASTER PAGE. 1 TERMS OF BI GC006343 SHORT SHIPPED FROM INV ON BL PEVGSC000320 3 PL CEMENT SOURCE CONSULTING INV GC006135 SHORT SHIPPED FROM INV ON BL PEVGSC000320 SHIPPED AT CONSIGNEE RISK PLEASE NOTE THAT DEMURRAGE AND DETENTION WILL BE ASSESSED AFTER EXPIRATION OF FREE TIME. FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL SEACOR AGENT 7 DECLARED VALUE PREPAID PROHIBITED. NONNEGOTIABLE ARE WERE EXPORTED FROM THE UNITED STATES IN ACCORDANCE WITH EXPORT ADMINISTRATION REGULATI SUBJECT TO EXTRA FREIGHT FREIGHT & CHARGES COLLECT FREIGHT PAYABLE ATBY IN WITNESS WHERE OF THE MASTER OF AGEN BEING ACCOMPLISHED THE OTHERS TO STA AFFIRMED TO BILL OF LADING ALL OF THIS DATED AT PORT EVERGLADES FL US BY NAME OF AGENT PER FOR THE MASTER PAGE. 3 TERMS OF BI,,
1,2023-04-15,,Intl Materials Inc.,327 Plaza Real,Boca Raton,Florida,33432,United States,"327 Plaza Real #320, Boca Raton, FL 33432, USA",,,,+1 561 705 0350,,,,,,https://panjiva.com/Intl-Materials-Inc/31825099,,,187846217.0,,51070647.0,140.0,,1987.0,,6221,,International Materials,,,,,,,,,,,,,,LCIR - Lafarge Canada Inc,Canada,"Port of Seattle, Seattle, Washington",Pacific Region,United States,"Vancouver, BC, Canada",North America,Canada,SEATTLE,MLT8000-4,,LCIR - Lafarge Canada Inc,24578,,,1,7800000.0,7800.0,7800.0,5382000.0,,,15102010,Construction Materials,,2520.10,GYPSUM,,
1,2023-04-14,,Intl Materials Inc.,327 Plaza Real,Boca Raton,Florida,33432,United States,"327 Plaza Real #320, Boca Raton, FL 33432, USA",,,,+1 561 705 0350,,,,,,https://panjiva.com/Intl-Materials-Inc/31825099,,,187846217.0,,51070647.0,140.0,,1987.0,,6221,,International Materials,,,,,,,,,,,,,,LCIR - Lafarge Canada Inc,Canada,"Port of Seattle, Seattle, Washington",Pacific Region,United States,"Vancouver, BC, Canada",North America,Canada,SEATTLE,M8005,CANADA,LCIR - Lafarge Canada Inc,24571,,,1,7700000.0,7700.0,7700.0,5313000.0,,,15102010,Construction Materials,,2520.10,GYPSUM,,
PEVGVH012335,2023-04-12,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Eleuthera Island, Bahamas",Caribbean,Bahamas,PT EVERGLADES,GRAND EXPRESS,Antigua & Barbuda,SILJ - Seacor Island Lines,299S,,,1,26840.0,26.84,26.84,5400.0,,,15102010,Construction Materials,,2523,11 PL STCCEMENT 495BAGS TRICO INTL 17153 DR COMMENTS AES ITN X20230404344282 YARD D,,
1,2023-04-11,,Intl Materials Inc.,327 Plaza Real,Boca Raton,Florida,33432,United States,"327 Plaza Real #320, Boca Raton, FL 33432, USA",,,,+1 561 705 0350,,,,,,https://panjiva.com/Intl-Materials-Inc/31825099,,,187846217.0,,51070647.0,140.0,,1987.0,,6221,,International Materials,,,,,,,,,,,,,,LCIR - Lafarge Canada Inc,Canada,"Port of Seattle, Seattle, Washington",Pacific Region,United States,"Vancouver, BC, Canada",North America,Canada,SEATTLE,M8003,PEOPLES,LCIR - Lafarge Canada Inc,24554,,,1,7500000.0,7500.0,7500.0,5175000.0,,,15102010,Construction Materials,,2520.10,GYPSUM,,
OOLU2716330400,2023-04-11,,Kaztrans Ltd. Partnership,23 Hemlock Lane,,New York,10309,United States,"23 Hemlock Ln, Staten Island, NY 10309, USA",,,,+1 718 266 3432,,,,,,https://panjiva.com/Kaztrans-Ltd-Partnership/88519684,,,,,262751.0,1.0,,2012.0,,4513,,Kaztrans Limited Partnership,,,,,,,,,,,,,,OOLU - Orient Overseas Container Line Ltd,,"New York/Newark Area, Newark, New Jersey",New York Region,United States,"Rotterdam, Netherlands",Western Europe,Netherlands,,Cma Cgm Cassiopeia,,OOLU - Orient Overseas Container Line Ltd,419E,,,13 PL,18457.0,18.457,18457 KG,43700.0,,"L: unknown
H: unknown
W: unknown",15102010,Construction Materials,,Classified: 6810.99,CEMENT,,
PEVEXU010683,2023-04-08,,84 Lumbercompany,5 Cheney Way,Riviera Beach,Florida,33404,United States,"5 Cheney Way #84lumbercompany, Riviera Beach, FL 33404, USA",,,,,,,,,,https://panjiva.com/84-Lumbercompany/132960876,,,,,,,,,,,,84 Lumbercompany,,,,,,,,,,,,,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"All Other Bahamas Ports, Bahamas",Caribbean,Bahamas,PT EVERGLADES,VI-NAIS,Vanuatu,SILJ - Seacor Island Lines,428S,,,1,4960.0,4.96,4.96,27700.0,,,25201020,Home Furnishings,,9403,4 BD CEMENT BOARD SHORTSHIPPED FROM BL PEVEXU010592 CARIB WARRIOR 085S,,
1,2023-04-07,,Martin Products Sales,Three Riverway Suite 1250,Houston,Texas,77056,,"Three Riverway, Suite 1250, Houston Texas 77056, United States",,,,,,,,,,https://panjiva.com/Martin-Products-Sales/132929016,4222707.0,4114803.0,,"Oil, Gas and Consumable Fuels",,206.0,,2002.0,,,,Martin Product Sales,,,,,,,Martin Resource Management Corporation,www.themartincompanies.com,"4200 B Stone Road, Kilgore Texas 75662, United States",https://panjiva.com/Martin-Resource-Management-Corporation/55184355,31154.0,4173287.0,,,Honduras,"Port of New Orleans, New Orleans, Louisiana",South Central Region,United States,"Puerto Cortes, Honduras",Central America,Honduras,NEW ORLEANS,DA WEI SHAN,HONG KO,,00527,,,42410,6970630.0,6970.63,6970.63,1534000.0,,,15102010,Construction Materials,,2523,ASPHALT CEMENT AC30,,
160,2023-04-03,,Charter Container Line,842 Clifton Avenue,Clifton,New Jersey,07013,United States,"842 Clifton Ave STE 1, Clifton, NJ 07013, USA",,,,,,,,,,https://panjiva.com/Charter-Container-Line/133003740,,,,,,,,,Wholesale,,,Charter Container Line,,,,,,,,,,,,,,,,"Wilmington, Wilmington, North Carolina",Southeast Region,United States,,,,WILMINGTON NC,MONALISA,INDONES,,09,,,12,30800.0,30.8,30.8,394000.0,,,25203030,Textiles,,5407.73,PROCESSED SLAG,,
86437,2023-04-03,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,864,,,14,47520.0,47.52,47.52,9500.0,,,15102010,Construction Materials,,2523,CEMENT MIX,,
86440,2023-04-03,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,864,,,11,44680.0,44.68,44.68,7100.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT,,
86416,2023-04-03,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,864,,,30,90690.0,90.69,90.69,14500.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT,,
2,2023-04-02,,Ergon Asphalt And Emulsions,2829 Lakeland Drive,Jackson,Mississippi,39232,,"2829 Lakeland Drive, Jackson Mississippi 39232, United States",,,,,,,,,,https://panjiva.com/Ergon-Asphalt-And-Emulsions/132887180,100399101.0,4767140.0,,Construction Materials,,370.0,,1979.0,,,,Ergon Asphalt And Emulsions,,,,,,,"Ergon, Inc.",ergon.com,"2829 Lakeland Drive, Jackson Mississippi 39232, United States",https://panjiva.com/Ergon-Inc/56725745,855645.0,4198460.0,,,Honduras,"Port of New Orleans, New Orleans, Louisiana",South Central Region,United States,"Puerto Cortes, Honduras",Central America,Honduras,MT AIRY,JIN ZHOU WAN,PEOPLES,,20230,,,23077,4760000.0,4760.0,4760.0,7140000.0,,,10102050,Coal & Consumable Fuels,,2715.00,ASPHALT CEMENT,,
2,2023-04-02,,Martin Products Sales,Three Riverway Suite 1250,Houston,Texas,77056,,"Three Riverway, Suite 1250, Houston Texas 77056, United States",,,,,,,,,,https://panjiva.com/Martin-Products-Sales/132929016,4222707.0,4114803.0,,"Oil, Gas and Consumable Fuels",,206.0,,2002.0,,,,Martin Product Sales,,,,,,,Martin Resource Management Corporation,www.themartincompanies.com,"4200 B Stone Road, Kilgore Texas 75662, United States",https://panjiva.com/Martin-Resource-Management-Corporation/55184355,31154.0,4173287.0,,,Costa Rica,"Port of New Orleans, New Orleans, Louisiana",South Central Region,United States,"All Other Costa Rica Caribbean Region Ports, Costa Rica",Central America,Costa Rica,NEW ORLEANS,JIN ZHOU WAN,PEOPLES,,20230,,,38928,6407000.0,6407.0,6407.0,9611000.0,,,10102050,Coal & Consumable Fuels,,2715.00,ASPHALT CEMENT,,
1,2023-04-02,,Ergon Asphalt And Emulsions,2829 Lakeland Drive,Jackson,Mississippi,39232,,"2829 Lakeland Drive, Jackson Mississippi 39232, United States",,,,,,,,,,https://panjiva.com/Ergon-Asphalt-And-Emulsions/132887180,100399101.0,4767140.0,,Construction Materials,,370.0,,1979.0,,,,Ergon Asphalt And Emulsions,,,,,,,"Ergon, Inc.",ergon.com,"2829 Lakeland Drive, Jackson Mississippi 39232, United States",https://panjiva.com/Ergon-Inc/56725745,855645.0,4198460.0,,,Honduras,"Port of New Orleans, New Orleans, Louisiana",South Central Region,United States,"Puerto Cortes, Honduras",Central America,Honduras,MT AIRY,JIN ZHOU WAN,PEOPLES,,20230,,,10000,1629000.0,1629.0,1629.0,2444000.0,,,10102050,Coal & Consumable Fuels,,2715.00,ASPHALT CEMENT,,
1,2023-05-31,,Intl Materials Inc.,327 Plaza Real,Boca Raton,Florida,33432,United States,"327 Plaza Real #320, Boca Raton, FL 33432, USA",,,,+1 561 705 0350,,,,,,https://panjiva.com/Intl-Materials-Inc/31825099,,,187846217.0,,51070647.0,140.0,,1987.0,,6221,,International Materials,,,,,,,,,,,,,,LCIR - Lafarge Canada Inc,Canada,"Port of Seattle, Seattle, Washington",Pacific Region,United States,"Vancouver, BC, Canada",North America,Canada,SEATTLE,TCT 8000,CANADA,LCIR - Lafarge Canada Inc,24725,,,1,7800000.0,7800.0,7800.0,5382000.0,,,15102010,Construction Materials,,2520.10,GYPSUM,,
37253,2023-05-30,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,V0872,,,11,20310.0,20.31,20.31,3500.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT,,
37238,2023-05-30,,Fletcher Larkin,,,,,,OAKLAND PARK FL 4385 NE 12TH TERRAC E TERRACE,,,,,,,,,,https://panjiva.com/Fletcher-Larkin/132951555,,,,,,,,,Manufacturer,,,Fletcher Larkin,,,,,,,,,,,,,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,V0872,,,1,290.0,0.29,0.29,3300.0,,,20106010,Construction Machinery & Heavy Trucks,,8474.31,CEMENT MIXERS,,
37247,2023-05-30,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,V0872,,,11,20260.0,20.26,20.26,3400.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT,,
