bill of lading number,bill of lading type,arrival date,consignee (original format),shipper (original format),shipper (roll),consignee (roll),carrier,notify party,shipment origin,shipment destination,shipment destination region,shipment destination region roll,port of unlading roll up,port of unlading region,port of lading,port of lading country,place of receipt,vessel,vessel voyage id,vessel imo,quantity,measurement, weight (t) ,weight (original format),value of goods (usd),industry - gics,hs code,goods shipped,group,category,cargo,cargo detail,shipper unified,consignee unified,notify unified,report 1,report 2,report 3,report 4,report 5,report 6,filter,count
GSSWHER17249B,Simple,8/26/2024,"DETERGENTES LTDA
DETERGENTES LTDA NIT. 860.007.955-0
CRA 36 NO. 5C-09 CONTACTOS:DANIEL
ALVAREZA  YUDY BER EMAIL:A DALVAREZ
GRASCO.COMA  YBERM ENTREGA DIRECTA","PANCHEM INTERNATIONAL TRADING AND I
PANCHEM INTERNATIONAL TRADING AND I
20/F, KUANGSHI INTA  L PLAZA, TANG
G TEL:00862266282658 FAX:0086226628
26",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"DETERGENTES LTDA
DETERGENTES LTDA NIT. 860.007.955-0, CRA 36 NO. 5C-09 CONTACTOS:DANIEL, ALVAREZA  YUDY BER EMAIL:A DALVAREZ, @GRASCO.COMA  YBERM",China,Colombia,,,California Ports,Pacific Region,"Zhanjiang, China",China,CNZHE,STAR HERDLA,2406,9071557,1156 BAG, ,1157.16,1157156 K,113000,15101010,Classified: 2833.11,"FERTILIZER IN BIG BAGS Description: 1156 BAGS N/M 1156 BAGS SODIUM SULPHATE ANHYDROUS DISCHARGE PORT AGENT: NAVES S. A. S. CALLE 8 NO. 2B-22 OF. 401 BUENAVENTURA, COLOMBIA MOBILE 57 3212061195 EMAIL: OPRBUN@NAVESCOLOMBIA. COM DOCUMENTACIONBUN@NAVESCOLOMBIA. COM CLEAN ON BOARD FREIGHT PREPAID SAY ONE THOUSAND ONE HUNDRED AND FIFTY SIX BA Marks: NO MARKS",Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17248F,Simple,8/26/2024,"TRANZUL S.A.S.
TRANZUL S.A.S. CALLE 85 NR. 48-01 -
BLOQUE 2 LOCAL 14 ITAGA A  - ANTIO
QUIA COLOMBIA","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"TRANZUL S.A.S.
TRANZUL S.A.S. CALLE 85 NR. 48-01 -, BLOQUE 2 LOCAL 14 ITAGA A  - ANTIO, QUIA COLOMBIA",Belgium,Colombia,,,California Ports,Pacific Region,"Zhanjiang, China",China,CNZHE,STAR HERDLA,2406,9071557,200 BAG, ,200.4,200400 K,83800,15101010,Classified: 2836.30,FERTILIZER IN BIG BAGS Description: 200 BAGS 200 SUPERSACOS DE 1. 000 KILOS NETO CONTE (200 BIGBAGS OF 1. 000 KG NET CONTAINING BAGS 200 TM NETO DE BICARBONATO DE SODIO GRADO ALI (200 MT NET OF SODIUM BICARBONATE FOOD GRADE) FREIGHT PAYABLE AS PER CHARTER PARTY AGREEMEN TOTAL TWO HUNDRED BIGBAGS ONLY PACKING DUSTY/DIRT STAINED PARTLY BEFORE LOAD Marks: NO MARKS,Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17250A,Simple,8/26/2024,"MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"SOCIEDAD DE EXPORTACION E IMPORT MA
SOCIEDAD DE EXPORTACION E IMPORT MA, ECUADOR SA AV. DOMINGO COMIN NUMER, O 511  BODEG ZONA INDUSTRIAL 2 JUNT, O A DIARIO EL GUAYAQUIL - ECUADOR",Belgium,"The Port of Los Angeles, Los Angeles, California",Pacific Region,Pacific Region,California Ports,Pacific Region,"Zhanjiang, China",China,CNZHE,STAR HERDLA,2406,9071557,1 UNT, ,5000,5000000 K,895000,15101010,Classified: 2833.11,FERTILIZER IN BIG BAGS Description: 1 BULK 2ND NOTIFY PARTY UNILEVER ASIA PRIVATE 18 NEPAL PARK SINGAPORE 139407 UAPL PO 4526961416 5. 000 TM NETO DE SULFATO DE SODIO ANHIDRO A (5. 000 MT NET OF SODIUM SULPHATE ANHYDROUS IN FREIGHT PAYABLE AS PER CHARTER PARTY AGREEMEN Marks: NO MARKS,Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17250B,Simple,8/26/2024,"MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"SOCIEDAD DE EXPORTACION E IMPORT MA
SOCIEDAD DE EXPORTACION E IMPORT MA, ECUADOR SA AV. DOMINGO COMIN NUMER, O 511  BODEG ZONA INDUSTRIAL 2 JUNT, O A DIARIO EL GUAYAQUIL - ECUADOR",Belgium,"The Port of Los Angeles, Los Angeles, California",Pacific Region,Pacific Region,California Ports,Pacific Region,"Zhanjiang, China",China,CNZHE,STAR HERDLA,2406,9071557,1 UNT, ,2200,2200000 K,216000,15101010,Classified: 2833.11,FERTILIZER IN BIG BAGS Description: 1 BULK 2. 200 TM NETO DE SULFATO DE SODIO ANHIDR (2. 200 MT NET OF SODIUM SULPHATE ANHYDROUS IN FREIGHT PAYABLE AS PER CHARTER PARTY AGREEMEN Marks: NO MARKS,Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17250C,Simple,8/26/2024,"MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"SOCIEDAD DE EXPORTACION E IMPORT MA
SOCIEDAD DE EXPORTACION E IMPORT MA, ECUADOR SA AV. DOMINGO COMIN NUMER, O 511  BODEG ZONA INDUSTRIAL 2 JUNT, O A DIARIO EL GUAYAQUIL - ECUADOR",Belgium,"The Port of Los Angeles, Los Angeles, California",Pacific Region,Pacific Region,California Ports,Pacific Region,"Zhanjiang, China",China,CNZHE,STAR HERDLA,2406,9071557,280 BAG, ,280.9,280896 K,311000,15101010,Classified: 2836.20,FERTILIZER IN BIG BAGS Description: 280 BAGS 280 SUPERSACOS DE 1. 000 KILOS NETO (280 BIGBAGS OF 1. 000 KG NET) CONTENIENDO / SAID TO CONTAIN 280 000 TM NETO DE CARBONATO DE SODIO LIVIANO (280 000 MT NET OF SODA ASH LIGHT) FREIGHT PAYABLE AS PER CHARTER PARTY AGREEMEN TOTAL TWO HUNDRED EIGHTY BIGBAGS ONLY PACKING DUST/DIRT STAINED PARTLY BEFORE LOADI Marks: NO MARKS,Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17250D,Simple,8/26/2024,"MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"SOCIEDAD DE EXPORTACION E IMPORT MA
SOCIEDAD DE EXPORTACION E IMPORT MA, ECUADOR SA AV. DOMINGO COMIN NUMER, O 511  BODEG ZONA INDUSTRIAL 2 JUNT, O A DIARIO EL GUAYAQUIL - ECUADOR",Belgium,"The Port of Los Angeles, Los Angeles, California",Pacific Region,Pacific Region,California Ports,Pacific Region,"Zhanjiang, China",China,CNZHE,STAR HERDLA,2406,9071557,150 BAG, ,150.9,150900 K,167000,15101010,Classified: 2836.20,FERTILIZER IN BIG BAGS Description: 150 BAGS 150 SUPERSACOS DE 1. 000 KILOS NETO CONTE (150 BIGBAGS OF 1. 000 KG NET CONTAINING BAGS CONTENIENDO / SAID TO CONTAIN 150 000 TM NETO DE CARBONATO DE SODIO LIVIANO (150 000 MT NET OF SODA ASH LIGHT) FREIGHT PAYABLE AS PER CHARTER PARTY AGREEMEN TOTAL ONE HUNDRED FIFTY BIGBAGS ONLY PACKING DUST/DIRT STAINED PARTLY BEFORE LOADI Marks: NO MARKS,Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17606E,Simple,8/26/2024,"QUIMICA SUPERIOR UNICHEM S.A.
QUIMICA SUPERIOR UNICHEM S.A. LOS F
LAMINGOS S/N 7 DE ENERO CHINAN RUC
1792207002001 TEL.: 593 2277 72","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"QUIMICA SUPERIOR UNICHEM S.A.
QUIMICA SUPERIOR UNICHEM S.A. LOS F, LAMINGOS S/N 7 DE ENERO CHINANGACHI, 170183 YARUQUI RUC 1792",Belgium,Colombia,,,California Ports,Pacific Region,"Tsingtao, China",China,CNTAO,STAR HERDLA,2406,9071557,32 BAG, ,32.1,32096 K,39100,15101030,Classified: 3105.20,"FERTILIZER IN BIG BAGS Description: 32 32 BAGS 32 MT EDTA-ACID 32 BAGS OF 1000 KG TOTAL QUANTITY: 32 MT NET - 32. 096 MT GROSS FREIGHT PREPAID SHIPPEDON BOARD UNICHEM MAN 4002 VIA GUAYAQUIL ECUADOR EDTA-ACID LOT NUMBER: 20240526 PRODUCTION DATE: MAY 26, 2024 EXPIRY DATE: MAY 25, 2026 ORIGIN: CHINA FOR INDUSTRIAL USE ONLY SAY THIRTY TWO BAGS ONLY Marks: NO MARKS",Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17606AB,Simple,8/26/2024,"QUIMICA SUPERIOR UNICHEM S.A.
QUIMICA SUPERIOR UNICHEM S.A. LOS F
LAMINGOS S/N 7 DE ENERO CHINAN 1701
83 YARUQUI","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"QUIMICA SUPERIOR UNICHEM S.A
QUIMICA SUPERIOR UNICHEM S.A LOS FL, AMINGOS S/N 7 DE ENERO CHINAN 17018, 3 YARUQUI",Belgium,Mexico,,,California Ports,Pacific Region,"Tsingtao, China",China,CNTAO,STAR HERDLA,2406,9071557,120 BAG,150 X,150.96,150960 K,208000,15101010,Classified: 2835.24,FERTILIZER IN BIG BAGS Description: 120 120 BAGS MONOPOTASSIUM PHOSPHATE TECHNICAL GRADE N/M Marks: NO MARKS,Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17606P,Simple,8/26/2024,"QUIMICA INDUSTRIAL
QUIMICA INDUSTRIAL MONTALVO AGUILAR
QUIMASA SA AV. AMA N3543 Y JUAN PA
BLO SANZ 170102 QUIT","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"QUIMICA INDUSTRIAL
QUIMICA INDUSTRIAL MONTALVO AGUILAR, QUIMASA SA AV. AMA N3543 Y JUAN PA, BLO SANZ 170102 QUIT",Belgium,Puerto Rico,,,California Ports,Pacific Region,"Tsingtao, China",China,CNTAO,STAR HERDLA,2406,9071557,90 BAG, ,90.36,90360 K,342000,15101010,Classified: 3824.99,"FERTILIZER IN BIG BAGS Description: 90 90 BAGS POLYALUMINIUM CHLORIDE, PACKING: 1000KG/BAG MADE IN CHINA POLYALUMINIUM CHLORIDE- A-TYPE PESO NETO (NET WEIGHT): 1000 KG/BAG PESO BRUTO (GROSS WEIGHT): 1004 KG/BAG NUMERO DE LOTE (LOT NUMBER): 202406 FECHA DE PRODUCCION (PRODUCTION DATE): 26/0 FECHA DE VENCIMIENTO (EXPIRY DATE): 25/06/20 ORIGIN: CHINA Marks: NO MARKS",Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17606Q,Simple,8/26/2024,"QUIMICA INDUSTRIAL
QUIMICA INDUSTRIAL MONTALVO AGUILAR
QUIMASA SA AV. AMA N3543 Y JUAN PA
BLO SANZ 170102 QUIT","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"QUIMICA INDUSTRIAL
QUIMICA INDUSTRIAL MONTALVO AGUILAR, QUIMASA SA AV. AMA N3543 Y JUAN PA, BLO SANZ 170102 QUIT",Belgium,Puerto Rico,,,California Ports,Pacific Region,"Tsingtao, China",China,CNTAO,STAR HERDLA,2406,9071557,60 BAG, ,60.24,60240 K,228000,15101010,Classified: 3824.99,"FERTILIZER IN BIG BAGS Description: 60 60 BAGS POLYALUMINIUM CHLORIDE, PACKING: 1000KG/BAG MADE IN CHINA POLYALUMINIUM CHLORIDE- A-TYPE PESO NETO (NET WEIGHT): 1000 KG/BAG PESO BRUTO (GROSS WEIGHT): 1004 KG/BAG NUMERO DE LOTE (LOT NUMBER): 202405 FECHA DE PRODUCCION (PRODUCTION DATE): 20/0 FECHA DE VENCIMIENTO (EXPIRY DATE): 19/05/20 ORIGIN: CHINA Marks: NO MARKS",Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17606O,Simple,8/26/2024,"QUIMICA INDUSTRIAL
QUIMICA INDUSTRIAL MONTALVO AGUILAR
QUIMASA SA AV. AMA N3543 Y JUAN PA
BLO SANZ 170102 QUIT","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"QUIMICA INDUSTRIAL
QUIMICA INDUSTRIAL MONTALVO AGUILAR, QUIMASA SA AV. AMA N3543 Y JUAN PA, BLO SANZ 170102 QUIT",Belgium,Puerto Rico,,,California Ports,Pacific Region,"Tsingtao, China",China,CNTAO,STAR HERDLA,2406,9071557,30 BAG, ,30.24,30240 K,114000,15101010,Classified: 3824.99,"FERTILIZER IN BIG BAGS Description: 30 30 BAGS POLYALUMINIUM CHLORIDE, PACKING: 1000KG/BAG MADE IN CHINA POLYALUMINIUM CHLORIDE- B-TYPE PESO NETO (NET WEIGHT): 1000 KG/BAG PESO BRUTO (GROSS WEIGHT): 1004 KG/BAG NUMERO DE LOTE (LOT NUMBER): 202406 FECHA DE PRODUCCION (PRODUCTION DATE): 28/0 FECHA DE VENCIMIENTO (EXPIRY DATE): 27/06/ ORIGIN: CHINA Marks: NO MARKS",Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17606AA,Simple,8/26/2024,"QUIMICA INDUSTRIAL MONTALVO AGUILAR
QUIMICA INDUSTRIAL MONTALVO AGUILAR
QUIMASA SA AMAZONAS N3543 Y JUAN P
ABLO SANZ EDIFICIO ANTISANA 1, PISO
8, OFICIN QUITO, ECUADOR, RUC: 179","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"QUIMICA INDUSTRIAL MONTALVO AGUILAR
QUIMICA INDUSTRIAL MONTALVO AGUILAR, QUIMASA SA AMAZONAS N3543 Y JUAN P, ABLO SANZ EDIFICIO ANTISANA 1, PISO, 8, OFICIN QUITO, ECUADOR, RUC: 179",Belgium,Ecuador,,,California Ports,Pacific Region,"Tsingtao, China",China,CNTAO,STAR HERDLA,2406,9071557,800 BAG,1005 X,1004.8,1004800 K,1745000,20106020,Classified: 7318.15,FERTILIZER IN BIG BAGS Description: 800 800 BAGS SEACALCIUM NITRATE GRANULAR CLEAN ON BOARD FREIGHT PREPAID N/M SAY: EIGHT HUNDRED TONS BAGS Marks: NO MARKS,Bulk,Fertilizer,Nitrogen Fertilizers,Calcium Nitrate,",",",",",",,,,,,,,1
GSSWHER17606F,Simple,8/26/2024,"TO ORDER OF QUIMICA INDUSTRIAL
TO ORDER OF QUIMICA INDUSTRIAL MONT
ALVO AGUILAR QUIMASA SA AMAZONAS N3
543 Y JUAN PABLO SANZ QUITO ECUADOR","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"QUIMICA INDUSTRIAL MONTALVO AGUILAR
QUIMICA INDUSTRIAL MONTALVO AGUILAR, AMAZONAS N3543 Y JUAN PABLO SANZ Q, UITO ECUADOR",Belgium,Ecuador,,,California Ports,Pacific Region,"Tsingtao, China",China,CNTAO,STAR HERDLA,2406,9071557,30 BAG, ,30.36,30360 K,19800,30202030,Classified: 1702.90,FERTILIZER IN BIG BAGS Description: 30 30 BAGS MALTODEXTRINE 10-12 FG MARKS: MALTODEXTRINA 10-12 FG (MALTODEXTRINE 10-12 FG) NUMERO DE LOTE (LOT NUMBER): 20240605 FECHA DE PRODUCCION (PRODUCTION DATE): 05/06/2024 FECHA DE VENCIMIENTO (EXPIRY DATE): 04/06/2026 PESO NETO / PESO BRUTO (NET WEIGHT / GROSS WEIGHT): 25KG/25. 1KG Marks: NO MARKS,Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17606G,Simple,8/26/2024,"TO ORDER OF QUIMICA INDUSTRIAL
TO ORDER OF QUIMICA INDUSTRIAL MONT
ALVO AGUILAR QUIMASA SA AMAZONAS N3
543 Y JUAN PABLO SANZ QUITO ECUADOR","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"QUIMICA INDUSTRIAL MONTALVO AGUILAR
QUIMICA INDUSTRIAL MONTALVO AGUILAR, AMAZONAS N3543 Y JUAN PABLO SANZ Q, UITO ECUADOR",Belgium,Ecuador,,,California Ports,Pacific Region,"Tsingtao, China",China,CNTAO,STAR HERDLA,2406,9071557,30 BAG, ,30.28,30280 K,21700,30202030,Classified: 1702.30,FERTILIZER IN BIG BAGS Description: 30 30 BAGS DEXTROSE MONOHYDRATE FG MARKS: DEXTROSA MONOHIDRATO FG (DEXTROSE MONOHYDRATE FG) NUMERO DE LOTE (LOT NUMBER) 20240625 FECHA DE PRODUCCION (PRODUCTION DATE): 25/06/2024 FECHA DE VENCIMIENTO (EXPIRY DATE): 24/06/2026 PESO NETO / PESO BRUTO (NET WEIGHT / GROSS WEIGHT): 25KGS/25. 1KGS Marks: NO MARKS,Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17250E,Simple,8/26/2024,"MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"QUIMICA INDUSTRIAL MONTALVO AGUILAR
QUIMICA INDUSTRIAL MONTALVO AGUILAR, AMAZONAS N3543 Y JUAN PABLO SANZ E, DIFICIO ANTISANA 1  PISO 8  OFICIN, QUITO  ECUADOR RUC  1790580202001",Belgium,"The Port of Los Angeles, Los Angeles, California",Pacific Region,Pacific Region,California Ports,Pacific Region,"Zhanjiang, China",China,CNZHE,STAR HERDLA,2406,9071557,708 BAG, ,709.77,709770 K,1196000,15101010,Classified: 2835.26,FERTILIZER IN BIG BAGS Description: 708 BAGS 708 SUPERSACOS DE 1. 000 KILOS NETO CONTE (708 BIGBAGS OF 1. 000 KG NET CONTAINING BAGS CONTENIENDO/SAID TO CONTAIN 708 TM NETO DE FOSFATO MONOCALCICO (708 MT NET OF MONOCALCIUM PHOSPHATE FEED GR TOTAL SEVEN HUNDRED AND SIX BIGBAGS ONLY FREIGHT PAYABLE AS PER CHARTER PARTY DUST/DIRTY STAINED BEFORE LOADING. WITHOUT IN Marks: NO MARKS,Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17606S,Simple,8/26/2024,"QUIMICA INDUSTRIAL MONTALVO AGUILAR
QUIMICA INDUSTRIAL MONTALVO AGUILAR
AMAZONAS N3543 Y JUAN PABLO SANZ E
D OFICINA 805 QUITO, ECUADOR, RUC
17","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"QUIMICA INDUSTRIAL MONTALVO AGUILAR
QUIMICA INDUSTRIAL MONTALVO AGUILAR, AMAZONAS N3543 Y JUAN PABLO SANZ E, D PISO 8, OFICINA 805 QUITO, ECUADO, R",Belgium,Ecuador,,,California Ports,Pacific Region,"Tsingtao, China",China,CNTAO,STAR HERDLA,2406,9071557,800 BAG, ,1003.2,1003200 K,396000,15101030,Classified: 3102.21,FERTILIZER IN BIG BAGS Description: 800 800 BAGS AMMONIUM SULPHATE GRANULAR N/M Marks: NO MARKS,Bulk,Fertilizer,Nitrogen Fertilizers,Ammonium Sulphate,",",",",",",,,,,,,,1
GSSWHER17606I,Simple,8/26/2024,"MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"MANUCHAR NV
Rietschoorvelden 20, Antwerp, 2170, Belgium",Belgium,"The Port of Los Angeles, Los Angeles, California",Pacific Region,Pacific Region,California Ports,Pacific Region,"Tsingtao, China",China,CNTAO,STAR HERDLA,2406,9071557,800 BAG,1000 X,1001.6,1001600 K,200000,15101010,Classified: 2833.21,FERTILIZER IN BIG BAGS Description: 800 800 BAGS MAGNESIUM SULPHATE HEPTAHYDRATE FREIGHT PERPAID SAY: EIGHT HUNDRED BAGS ONLY. Marks: NO MARKS,Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17606Y,Simple,8/26/2024,"MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium","MANUCHAR SHANGHAI CHEMICAL DISTRIBU
MANUCHAR SHANGHAI CHEMICAL DISTRIBU
RM1603, FEIZHOU SHIDAI BUILDING, N
O TEL: +86-21-32551580 FAX: +86-21-
32",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"MANUCHAR NV
Rietschoorvelden 20, Antwerp, 2170, Belgium",China,Belgium,,,California Ports,Pacific Region,"Tsingtao, China",China,CNTAO,STAR HERDLA,2406,9071557,480 BAG,697 X,601.44,601440 K,120000,15101010,Classified: 2833.21,FERTILIZER IN BIG BAGS Description: 480 480 BIGBAGS MAGNESIUM SULPHATE 1. 50KGS BAGS IN 1250KGS BIGBAG 2. 1250KGS BIGBAG QUIMASA MAN 4350A VIA GUAYAQUIL ECUADOR PRODUCT NAME/ NOMBRE DEL PRODUCTO: SULFATO DE LOT NUMBER: 1302BT240705 PRODUCTION DATE: 25/06/2024 EXPIRY DATE: 24/06/2026 QUIMASA MAN 4350B VIA GUAYAQUIL ECUADOR PRODUCT NAME/ NOMBRE DEL PRODUCTO: SULFATO DE LOT NUMBER: 1302BT240706 PRODUCTION DATE: 30/06/2024 EXPIRY DATE: 29/06/2026 SAY TOTAL FOUR HUNDRED EIGHTY BIGBAGS ONLY Marks: NO MARKS,Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17606U,Simple,8/26/2024,"MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium","MANUCHAR SHANGHAI CHEMICAL DISTRIBU
MANUCHAR SHANGHAI CHEMICAL DISTRIBU
RM1603, FEIZHOU SHIDAI BUILDING, N
O TEL: +86-21-32551580 FAX: +86-21-
32",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"MANUCHAR NV
Rietschoorvelden 20, Antwerp, 2170, Belgium",China,Belgium,,,California Ports,Pacific Region,"Tsingtao, China",China,CNTAO,STAR HERDLA,2406,9071557,500 BAG, ,501.5,501500 K,206000,15101010,Classified: 2832.10,"FERTILIZER IN BIG BAGS Description: 500 500 BIGBAGS SODIUM METABISULPHITE PACKING IN 1000KGS BIGBAG MAN 3483A VIA GUAYAQUIL ECUADOR SMBS POWDER NET WEIGHT: 1000KG LOT NUMBER: BHSMBS3483A PRODUCTION DATE?01, JUN. 2024 EXPIRY DATE: 01, JUN. 2026 MADE IN CHINA SAY TOTAL FIVE HUNDRED BIGBAGS ONLY Marks: NO MARKS",Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17606J,Simple,8/26/2024,"MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium","MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"MANUCHAR NV
Rietschoorvelden 20, Antwerp, 2170, Belgium",Belgium,"The Port of Los Angeles, Los Angeles, California",Pacific Region,Pacific Region,California Ports,Pacific Region,"Tsingtao, China",China,CNTAO,STAR HERDLA,2406,9071557,240 BAG,300 X,300.48,300480 K,60100,15101010,Classified: 2833.21,FERTILIZER IN BIG BAGS Description: 240 240 BAGS MAGNESIUM SULPHATE HEPTAHYDRATE FREIGHT PERPAID SAY: TWO HUNDRED AND FORTY BAGS ONLY. Marks: NO MARKS,Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
GSSWHER17606T,Simple,8/26/2024,"MANUCHAR NV
Rietschoorvelden 20
Antwerp
2170
Belgium","MANUCHAR SHANGHAI CHEMICAL DISTRIBU
MANUCHAR SHANGHAI CHEMICAL DISTRIBU
RM1603, FEIZHOU SHIDAI BUILDING, N
O TEL: +86-21-32551580 FAX: +86-21-
32",MANUCHAR NV,MANUCHAR NV,GSSW - G2 Ocean Us Inc,"MANUCHAR NV
Rietschoorvelden 20, Antwerp, 2170, Belgium",China,Belgium,,,California Ports,Pacific Region,"Tsingtao, China",China,CNTAO,STAR HERDLA,2406,9071557,162 BAG, ,162.49,162486 K,66800,15101010,Classified: 2832.10,"FERTILIZER IN BIG BAGS Description: 162 162 BIGBAGS SODIUM METABISULPHITE PACKING IN 25KGS BAGS IN 1000KGS BIGBAG MAN 3732 VIA GUAYAQUIL ECUADOR SMBS POWDER NET WEIGHT: 1000KG LOT NUMBER: BHSMBS3732 PRODUCTION DATE?01, JUL. 2024 EXPIRY DATE: 01, JUL. 2026 MADE IN CHINA SAY TOTAL ONE HUNDRED AND SIXTY-TWO BIGBAGS O Marks: NO MARKS",Bulk,Fertilizer,"Misc, Complex Fertilizers",Misc Specialty Fertilizers,",",",",",",,,,,,,,1
